"","X","id","text","title","abstract","keywords","methods","type","authors","affiliation","source","year","volume","issue","startpage","endpage","doi","language","database"
"332815",332815,"2-s2.0-84866718641","Frits within a CaO-MgO-Al 2O 3-SiO 2 system for glass-ceramic glazes: A comparison of laboratory and industrial applications ","Frits within a CaO-MgO-Al 2O 3-SiO 2 system for glass-ceramic glazes A comparison of laboratory and industrial applications","","","","Article","Gajek, M., Partyka, J.","","InterCeram: International Ceramic Review","2012","61","5","283","285","","","Scopus"
"333189",333189,"2-s2.0-84865460130","Cost-effectiveness of laboratory monitoring for management of HIV treatment in sub-Saharan Africa: A model-based analysis ","Cost-effectiveness of laboratory monitoring for management of HIV treatment in sub-Saharan Africa A model-based analysis","","","","Article","Hamers, R.L., Sawyer, A.W., Tuohy, M., Stevens, W.S., De Wit, T.F.R., Hill, A.M.","","AIDS","2012","26","13","1663","1672","10.1097/QAD.0b013e3283560678","","Scopus"
"336025",336025,"2-s2.0-84855680844","Study on egg parasitoids (T. agriope &amp; Psix sp.) using eggs of four bug species in laboratory conditions ","Study on egg parasitoids T agriope amp Psix sp using eggs of four bug species in laboratory conditions","","","","Conference Paper","Hashemi Rad, H.","","Acta Horticulturae","2011","912","","723","730","10.17660/ActaHortic.2011.912.108","","Scopus"
"337283",337283,"2-s2.0-79956105106","Assembling an island laboratory ","Assembling an island laboratory","","","","Article","Greenhough, B.","","Area","2011","43","2","134","138","10.1111/j.1475-4762.2011.01008.x","","Scopus"
"337516",337516,"2-s2.0-79956353396","Laboratory measurement of the dynamic properties of fly ash ","Laboratory measurement of the dynamic properties of fly ash","","","","Conference Paper","Kalinski, M.E., Wallace, A.D.","","Geotechnical Special Publication","2011","","211 GSP","1210","1216","10.1061/41165(397)124","","Scopus"
"340347",340347,"2-s2.0-79960546258","Laboratory rearing technique and biology of Mycotretus apicalis (Coleoptera: Erotylidae) on dried Pleurotus sajor-caju mushrooms | Técnica de cría y biología de Mycotretus apicalis (Coleoptera: Erotylidae) en el hongo Pleurotus sajor-caju seco ","Laboratory rearing technique and biology of Mycotretus apicalis Coleoptera Erotylidae on dried Pleurotus sajor-caju mushrooms Técnica de cría y biología de Mycotretus apicalis Coleoptera Erotylidae en el hongo Pleurotus sajor-caju seco","","","","Article","Moreira, G.F., Moreira, C.C., Andaló, V., Moino Junior, A., Cardoso-Freire, M.M., Dias, E.S.","","Revista Colombiana de Entomologia","2010","36","2","342","345","","","Scopus"
"345065",345065,"2-s2.0-77957852694","Pyrotechnic shock testing: Real test laboratory experiences at EBA&amp;D ","Pyrotechnic shock testing Real test laboratory experiences at EBA amp D","","","","Conference Paper","Keon, S.P.","","44th AIAA/ASME/SAE/ASEE Joint Propulsion Conference and Exhibit","2008","","","","","","","Scopus"
"347743",347743,"2-s2.0-51849134078","Boric acid corrosion laboratory investigation of carbon and low-alloy steels in PWR systems ","Boric acid corrosion laboratory investigation of carbon and low-alloy steels in PWR systems","","","","Conference Paper","Fyfitch, S., Xu, H.","","Canadian Nuclear Society - 13th International Conference on Environmental Degradation of Materials in Nuclear Power Systems 2007","2007","2","","886","896","","","Scopus"
"348265",348265,"2-s2.0-35348941192","Laboratory study on water stability of flyash-treated expansive soil ","Laboratory study on water stability of flyash-treated expansive soil","","","","Article","Feng, M.-G., Chen, S.-X., Yu, S., Ma, J.","","Yantu Lixue/Rock and Soil Mechanics","2007","28","9","1889","1893","","","Scopus"
"348878",348878,"2-s2.0-34250751323","Laboratory findings in acute Cytauxzoon felis infection in cougars (Puma concolor couguar) in Florida ","Laboratory findings in acute Cytauxzoon felis infection in cougars Puma concolor couguar in Florida","","","","Article","Harvey, J.W., Dunbar, M.R., Norton, T.M., Yabsley, M.J.","","Journal of Zoo and Wildlife Medicine","2007","38","2","285","291","10.1638/1042-7260(2007)038[0285:LFIACF]2.0.CO;2","","Scopus"
"351183",351183,"2-s2.0-33645806133","Laboratory evaluation of crushed glass-dredged material blends ","Laboratory evaluation of crushed glass-dredged material blends","","","","Article","Grubb, D.G., Gallagher, P.M., Wartman, J., Liu, Y., Carnivale III, M.","","Journal of Geotechnical and Geoenvironmental Engineering","2006","132","5","562","576","10.1061/(ASCE)1090-0241(2006)132:5(562)","","Scopus"
"352613",352613,"2-s2.0-25444450651","Cannibalism and interspecific predation in a phytoseiid predator guild from cassava fields in Africa: Evidence from the laboratory ","Cannibalism and interspecific predation in a phytoseiid predator guild from cassava fields in Africa Evidence from the laboratory","","","","Article","Zannou, I.D., Hanna, R., De Moraes, G.J., Kreiter, S.","","Experimental and Applied Acarology","2005","37","1-2","27","42","10.1007/s10493-005-1019-y","","Scopus"
